comparacoesAVL	tamanhoAVL	comparacoesABB	tamanhoABB
15	42133	26	42133
17	57197	22	57197
12	16839	20	16839
15	24952	21	24952
16	43269	20	43269
6	105	6	105
16	14159	18	14159
14	40652	17	40652
15	42958	21	42958
16	34879	30	34879
15	34039	17	34039
17	59801	17	59801
16	57242	14	57242
15	18913	20	18913
17	31271	24	31271
13	16488	26	16488
16	29123	26	29123
16	39875	21	39875
12	6059	15	6059
16	52098	14	52098
12	31974	25	31974
8	898	18	898
16	36660	22	36660
15	35326	16	35326
15	23324	20	23324
17	54476	25	54476
13	11759	15	11759
14	18541	11	18541
17	23934	24	23934
16	46354	23	46354
12	674	14	674
16	21130	17	21130
16	39545	22	39545
16	1977	16	1977
15	40751	18	40751
17	39649	23	39649
16	16136	20	16136
13	21402	18	21402
18	58958	21	58958
18	27366	20	27366
17	55440	20	55440
17	58759	13	58759
12	959	17	959
17	50704	20	50704
12	6381	23	6381
16	53799	22	53799
13	2635	16	2635
15	35503	19	35503
15	33673	19	33673
11	8693	23	8693
14	27600	28	27600
16	5647	15	5647
16	9591	15	9591
15	40612	22	40612
16	17324	18	17324
16	32914	23	32914
16	29083	22	29083
14	27807	19	27807
16	59020	19	59020
16	51788	22	51788
15	28480	19	28480
16	20150	14	20150
17	31332	20	31332
15	6808	23	6808
16	47332	18	47332
15	22943	18	22943
18	58653	27	58653
17	46290	20	46290
16	26661	23	26661
12	21400	24	21400
15	27619	22	27619
16	21147	24	21147
16	21417	14	21417
16	23781	21	23781
16	39634	19	39634
16	55090	22	55090
13	8825	14	8825
12	7234	19	7234
16	37088	23	37088
14	18415	16	18415
17	54411	19	54411
16	27681	16	27681
17	59283	26	59283
18	59845	22	59845
17	55487	19	55487
17	58303	19	58303
17	27985	14	27985
14	318	12	318
15	54804	22	54804
17	59316	14	59316
17	7125	19	7125
15	32055	19	32055
17	23000	23	23000
12	6420	19	6420
14	30707	31	30707
16	45641	28	45641
14	33080	26	33080
17	37502	14	37502
15	43392	21	43392
16	698	17	698
17	35000	21	35000
17	11171	18	11171
18	58467	23	58467
15	35132	21	35132
12	27156	22	27156
12	29908	20	29908
16	43956	18	43956
15	34389	18	34389
8	2371	24	2371
14	6403	20	6403
17	57868	26	57868
17	37602	21	37602
14	1889	12	1889
16	32522	19	32522
15	41938	21	41938
14	2206	15	2206
14	27325	21	27325
16	17605	21	17605
12	9330	23	9330
16	59379	26	59379
16	40604	14	40604
12	15749	20	15749
18	2596	20	2596
17	25180	17	25180
16	43938	24	43938
15	45987	22	45987
17	55289	20	55289
16	33509	26	33509
8	696	6	696
15	30420	24	30420
10	665	11	665
13	30603	28	30603
17	50727	20	50727
13	11405	19	11405
15	13949	19	13949
15	53097	23	53097
12	9990	16	9990
17	51705	24	51705
16	59499	17	59499
15	44209	24	44209
14	5658	14	5658
14	37739	18	37739
17	53082	18	53082
16	47595	23	47595
16	39944	23	39944
13	20406	22	20406
12	5200	21	5200
15	25626	23	25626
16	19784	22	19784
16	22155	19	22155
15	17726	15	17726
15	2572	17	2572
15	24751	17	24751
18	42906	19	42906
17	22861	13	22861
14	10737	15	10737
15	45135	23	45135
15	18149	17	18149
15	44246	25	44246
16	45830	24	45830
18	48568	23	48568
16	21262	16	21262
16	52784	28	52784
15	39294	23	39294
15	32666	21	32666
15	6732	17	6732
15	8743	21	8743
16	19007	22	19007
17	58436	32	58436
16	44593	18	44593
16	39567	23	39567
14	40446	24	40446
15	58684	26	58684
15	32648	19	32648
15	28040	24	28040
14	38627	24	38627
17	53053	20	53053
16	49188	17	49188
15	31746	20	31746
17	58330	23	58330
15	28111	18	28111
16	32848	21	32848
16	17587	28	17587
16	50971	20	50971
15	19936	20	19936
13	2721	16	2721
16	9119	20	9119
16	40533	18	40533
17	24902	16	24902
14	34038	20	34038
15	1794	13	1794
16	17685	26	17685
17	49684	31	49684
15	34460	25	34460
16	24416	28	24416
15	58426	24	58426
15	29818	21	29818
17	59203	23	59203
17	19370	15	19370
14	9385	21	9385
17	39648	25	39648
13	18053	17	18053
15	18384	21	18384
17	44040	22	44040
15	33032	21	33032
16	11437	18	11437
15	29982	21	29982
17	13635	17	13635
16	1727	13	1727
17	48316	26	48316
12	5087	11	5087
14	10926	20	10926
13	5902	21	5902
15	56057	32	56057
16	30862	23	30862
16	44974	20	44974
15	41528	17	41528
11	11394	22	11394
14	9875	21	9875
16	15565	20	15565
15	13188	19	13188
11	3911	26	3911
15	5248	25	5248
16	23999	22	23999
15	4678	20	4678
15	40025	22	40025
16	53816	28	53816
10	3881	23	3881
17	59395	31	59395
16	39552	15	39552
15	19880	21	19880
18	57936	20	57936
12	3182	22	3182
15	45724	20	45724
15	10253	16	10253
16	53169	30	53169
16	59051	23	59051
16	11979	21	11979
15	41484	21	41484
16	40489	26	40489
15	22905	23	22905
14	23738	16	23738
15	36546	25	36546
15	53766	17	53766
17	45063	20	45063
16	54425	23	54425
14	41511	23	41511
17	54938	19	54938
15	9989	25	9989
18	58848	21	58848
17	51589	21	51589
16	18696	25	18696
15	3526	11	3526
15	31613	17	31613
15	48864	19	48864
16	43758	23	43758
17	7359	23	7359
15	28415	24	28415
16	39989	24	39989
16	1158	17	1158
12	2702	18	2702
15	20260	17	20260
12	4339	16	4339
15	48425	20	48425
15	30512	24	30512
17	57507	25	57507
16	47476	22	47476
15	18842	17	18842
15	15343	20	15343
15	27964	19	27964
15	18098	16	18098
16	15432	20	15432
17	40861	21	40861
17	48215	17	48215
13	494	9	494
16	35285	22	35285
15	29726	16	29726
18	55431	32	55431
15	21626	20	21626
14	24423	19	24423
16	13214	19	13214
16	19471	16	19471
16	10508	20	10508
16	44826	24	44826
16	44686	20	44686
14	30617	24	30617
15	28537	22	28537
16	49452	26	49452
17	10605	19	10605
16	29694	20	29694
16	52154	24	52154
15	30864	25	30864
16	10384	20	10384
16	40578	17	40578
15	37727	18	37727
16	44243	25	44243
12	4405	9	4405
16	35937	20	35937
12	8721	24	8721
14	14666	20	14666
16	51368	23	51368
13	25933	18	25933
13	2881	19	2881
16	51861	19	51861
11	1218	16	1218
17	32606	28	32606
17	23644	20	23644
17	59195	18	59195
15	33380	22	33380
15	30626	26	30626
16	48760	28	48760
14	29202	26	29202
15	17485	14	17485
15	33585	23	33585
14	13887	25	13887
16	48101	22	48101
17	38473	17	38473
18	58705	18	58705
15	8166	15	8166
16	55492	19	55492
14	5921	20	5921
17	54902	16	54902
14	12421	23	12421
17	43647	25	43647
15	15496	18	15496
16	53178	23	53178
17	40215	21	40215
16	51432	17	51432
16	1898	18	1898
15	31233	24	31233
15	19151	26	19151
16	27830	25	27830
16	34113	18	34113
14	47363	26	47363
15	5399	22	5399
16	43070	24	43070
12	11006	21	11006
16	40945	21	40945
16	52801	19	52801
15	41631	27	41631
13	29704	24	29704
15	22003	24	22003
14	35467	18	35467
14	39641	24	39641
15	12241	23	12241
15	23567	18	23567
15	18113	17	18113
14	15579	20	15579
17	58624	31	58624
14	2631	18	2631
14	47422	23	47422
16	4544	22	4544
17	33884	26	33884
15	36195	17	36195
15	24542	25	24542
16	49379	23	49379
16	5724	14	5724
15	41109	21	41109
16	17162	18	17162
14	7621	23	7621
15	12341	12	12341
16	12664	24	12664
12	11802	16	11802
14	22805	14	22805
6	26	6	26
17	53553	21	53553
14	42226	13	42226
14	11032	21	11032
14	10849	19	10849
16	35026	18	35026
14	29014	14	29014
14	40553	18	40553
16	4481	14	4481
13	20193	16	20193
15	21973	12	21973
16	4399	16	4399
12	14657	21	14657
15	13903	25	13903
13	3022	20	3022
16	17287	21	17287
10	1325	11	1325
15	43917	14	43917
16	51170	30	51170
15	13871	26	13871
15	8459	24	8459
14	16900	17	16900
15	19594	14	19594
15	25919	23	25919
13	10413	24	10413
15	14611	20	14611
16	23076	20	23076
16	51719	26	51719
16	37415	20	37415
17	23102	17	23102
16	21623	21	21623
16	55992	26	55992
14	10485	28	10485
14	32472	23	32472
15	7369	18	7369
15	15850	20	15850
15	49376	25	49376
14	40749	24	40749
17	56682	27	56682
15	9568	21	9568
15	39073	21	39073
8	1081	12	1081
13	576	20	576
15	40454	26	40454
11	17863	23	17863
18	30651	21	30651
14	24371	22	24371
14	45384	17	45384
17	44521	18	44521
13	9181	15	9181
15	38636	15	38636
16	40466	21	40466
15	11451	15	11451
14	20383	24	20383
16	26061	23	26061
16	48476	29	48476
18	48454	23	48454
15	39827	20	39827
15	11577	25	11577
16	35818	18	35818
17	58413	24	58413
14	42547	25	42547
15	43186	21	43186
18	50614	17	50614
15	31922	26	31922
15	286	14	286
17	47296	16	47296
14	17841	21	17841
15	39358	14	39358
15	24728	16	24728
17	18417	18	18417
15	5181	23	5181
15	12631	21	12631
14	2983	16	2983
16	5903	18	5903
16	58014	19	58014
16	23856	20	23856
16	51435	21	51435
14	13001	23	13001
16	40673	19	40673
14	2885	13	2885
17	2049	20	2049
15	1056	18	1056
17	5297	17	5297
16	50524	25	50524
16	49509	22	49509
17	45123	22	45123
15	38452	29	38452
17	35936	15	35936
15	20940	25	20940
15	13216	19	13216
16	54835	21	54835
16	40478	23	40478
17	3829	15	3829
15	3108	12	3108
16	40763	18	40763
13	27476	21	27476
12	20949	25	20949
16	56473	26	56473
16	28555	18	28555
13	15717	19	15717
15	5157	19	5157
16	33736	26	33736
12	4699	17	4699
16	44491	23	44491
16	15990	20	15990
16	39064	29	39064
16	44698	26	44698
17	43777	20	43777
17	52065	26	52065
15	23013	23	23013
15	54113	15	54113
11	2778	18	2778
16	28310	22	28310
16	20988	21	20988
17	28638	26	28638
17	13432	20	13432
16	4573	16	4573
16	10724	16	10724
17	59407	20	59407
15	51201	24	51201
15	29186	17	29186
12	2515	21	2515
14	8315	20	8315
17	56662	23	56662
16	59815	20	59815
10	4787	20	4787
16	25216	16	25216
15	51883	35	51883
15	46295	26	46295
14	35303	19	35303
17	56581	26	56581
17	30786	24	30786
16	27645	17	27645
17	35644	21	35644
15	15483	18	15483
13	4060	21	4060
16	40853	22	40853
15	10785	23	10785
18	58172	23	58172
16	19982	19	19982
16	39094	24	39094
17	55511	25	55511
16	48619	26	48619
14	28878	17	28878
15	31301	18	31301
16	53192	21	53192
15	39601	13	39601
17	56658	30	56658
16	28950	17	28950
16	7153	21	7153
16	25844	26	25844
17	7816	18	7816
14	15467	10	15467
16	58857	22	58857
17	43982	24	43982
15	56606	19	56606
17	24072	25	24072
16	35864	21	35864
17	42900	26	42900
13	35727	21	35727
18	8796	27	8796
16	13685	21	13685
17	39723	22	39723
15	44440	17	44440
17	29168	21	29168
16	27495	23	27495
16	48499	24	48499
17	46372	18	46372
14	38279	27	38279
15	23023	17	23023
13	6354	22	6354
16	17373	20	17373
17	54885	24	54885
17	31324	18	31324
16	22602	27	22602
13	26186	21	26186
9	2202	19	2202
17	29817	24	29817
16	45706	19	45706
15	25038	19	25038
15	13984	14	13984
12	1172	15	1172
15	23894	15	23894
17	57966	24	57966
16	57777	20	57777
14	24318	18	24318
15	33829	17	33829
16	40677	24	40677
16	36396	14	36396
15	42625	27	42625
15	30713	20	30713
16	16118	14	16118
12	3416	22	3416
16	36232	22	36232
17	43612	27	43612
15	28266	20	28266
14	22604	22	22604
16	58242	21	58242
15	51288	25	51288
15	5309	13	5309
16	51966	29	51966
15	22525	19	22525
16	36632	26	36632
14	14567	26	14567
15	25062	23	25062
17	37499	21	37499
16	53120	24	53120
16	24256	25	24256
14	43667	21	43667
17	38825	19	38825
13	25646	27	25646
16	57650	19	57650
14	39997	27	39997
16	49539	25	49539
17	55615	22	55615
16	14125	21	14125
16	5796	21	5796
16	31153	20	31153
13	2955	16	2955
14	24772	21	24772
15	38218	26	38218
17	55424	29	55424
16	28187	18	28187
12	14449	17	14449
15	39035	22	39035
17	56452	20	56452
16	37052	18	37052
16	13629	18	13629
16	24092	25	24092
15	18712	31	18712
15	5594	8	5594
14	46616	22	46616
14	31696	28	31696
17	56513	20	56513
14	11677	18	11677
11	9194	13	9194
15	49632	22	49632
16	12284	17	12284
16	29212	20	29212
16	28457	23	28457
16	37929	15	37929
16	44805	19	44805
13	3820	23	3820
16	58828	26	58828
12	35281	23	35281
14	30379	17	30379
13	4623	16	4623
15	42786	26	42786
17	33334	17	33334
16	29394	23	29394
14	21003	16	21003
15	28757	22	28757
16	33932	22	33932
15	35451	18	35451
16	44144	26	44144
16	6735	18	6735
16	48855	21	48855
16	57772	11	57772
15	30826	22	30826
14	7566	24	7566
15	39717	28	39717
15	53793	19	53793
15	39261	26	39261
16	36229	18	36229
16	41821	15	41821
16	24806	23	24806
15	25861	17	25861
15	54017	18	54017
15	30669	19	30669
13	8385	19	8385
17	57230	27	57230
15	51825	24	51825
15	12204	26	12204
14	3457	19	3457
18	42583	23	42583
14	46242	22	46242
16	52268	16	52268
16	42776	20	42776
16	7244	19	7244
16	21024	17	21024
16	16707	14	16707
14	19047	16	19047
15	41519	28	41519
15	59793	25	59793
12	7901	26	7901
15	15642	23	15642
16	30619	19	30619
16	51818	23	51818
15	55359	28	55359
10	763	15	763
16	7431	15	7431
16	31587	19	31587
15	18936	18	18936
15	8588	23	8588
15	33799	27	33799
15	49392	22	49392
16	2605	15	2605
15	40819	28	40819
16	36186	23	36186
14	32643	26	32643
17	46332	18	46332
13	8594	19	8594
17	36100	18	36100
15	45624	21	45624
15	58693	26	58693
18	57533	27	57533
16	4751	22	4751
17	42289	25	42289
15	18556	16	18556
17	57809	25	57809
8	1335	13	1335
14	36427	31	36427
14	57601	24	57601
13	9235	18	9235
17	52068	24	52068
16	4571	15	4571
17	37404	27	37404
16	23778	22	23778
13	5334	15	5334
17	44834	22	44834
16	55365	27	55365
15	24269	19	24269
15	53422	21	53422
16	5515	15	5515
15	32378	21	32378
15	46334	15	46334
17	47787	28	47787
15	44915	27	44915
16	55328	22	55328
16	34118	24	34118
16	53508	17	53508
11	7779	17	7779
16	39131	21	39131
17	42824	18	42824
17	36915	18	36915
17	20233	19	20233
16	25112	20	25112
16	31823	14	31823
17	18041	21	18041
15	26446	15	26446
15	44601	23	44601
17	15641	15	15641
14	12032	15	12032
17	36668	13	36668
15	20212	24	20212
16	49435	22	49435
9	446	11	446
16	25545	24	25545
11	10621	17	10621
15	32162	19	32162
16	26165	17	26165
16	40394	26	40394
13	14028	18	14028
14	16176	20	16176
14	49123	11	49123
14	36713	17	36713
17	40314	18	40314
15	34037	22	34037
17	32041	19	32041
17	50784	21	50784
17	27544	16	27544
15	16171	23	16171
15	30166	25	30166
16	43026	25	43026
16	58994	23	58994
16	43433	27	43433
14	24105	15	24105
14	51607	21	51607
12	21298	20	21298
17	36207	17	36207
15	36938	15	36938
14	2581	20	2581
14	12874	25	12874
16	33501	19	33501
16	35397	24	35397
15	15340	16	15340
16	58184	20	58184
9	1561	13	1561
17	55733	19	55733
14	12212	25	12212
15	54088	24	54088
16	44855	26	44855
14	48924	19	48924
16	10754	21	10754
16	18891	21	18891
15	57316	21	57316
15	1537	11	1537
14	22786	16	22786
16	13487	20	13487
15	8054	18	8054
12	5811	18	5811
15	48832	27	48832
15	9068	24	9068
15	12937	16	12937
12	6717	25	6717
15	39838	24	39838
16	55650	28	55650
14	20006	21	20006
15	18771	24	18771
12	8524	22	8524
17	53507	20	53507
17	47138	16	47138
14	34546	18	34546
16	28903	25	28903
11	2477	10	2477
15	32730	22	32730
14	6816	24	6816
17	34561	20	34561
18	44941	26	44941
14	37255	15	37255
16	19415	20	19415
12	10216	21	10216
16	48008	22	48008
16	7532	18	7532
18	49544	25	49544
15	37442	35	37442
18	57370	27	57370
16	57598	26	57598
15	19604	30	19604
15	46201	30	46201
14	25435	21	25435
14	5023	19	5023
18	59137	26	59137
15	44879	27	44879
14	11739	21	11739
15	38975	25	38975
16	40528	27	40528
14	8096	16	8096
17	34097	21	34097
16	25403	20	25403
16	1602	19	1602
16	21234	19	21234
17	59949	25	59949
9	6857	21	6857
3	62	5	62
13	9030	15	9030
16	50024	19	50024
16	34622	18	34622
16	30322	16	30322
16	27278	17	27278
14	30388	23	30388
14	40537	18	40537
14	51638	20	51638
16	21396	18	21396
14	24420	23	24420
15	41181	20	41181
16	35189	30	35189
16	21789	17	21789
16	15130	19	15130
16	54792	17	54792
14	7990	16	7990
15	16917	20	16917
17	59814	22	59814
16	43478	22	43478
12	1795	22	1795
16	47904	21	47904
15	22452	17	22452
14	42322	18	42322
15	55999	26	55999
13	44077	17	44077
16	33953	27	33953
15	54133	23	54133
15	44025	30	44025
15	40809	21	40809
16	30546	20	30546
17	53054	26	53054
14	30832	21	30832
14	23375	26	23375
17	58109	19	58109
12	11906	14	11906
17	40263	25	40263
14	26098	24	26098
9	4683	23	4683
16	7279	20	7279
15	8489	25	8489
14	26471	16	26471
16	58760	21	58760
15	39632	20	39632
13	10812	14	10812
17	15676	22	15676
16	15797	20	15797
17	54290	23	54290
16	53822	28	53822
11	3700	22	3700
13	16741	24	16741
17	12496	24	12496
14	36051	30	36051
13	25993	26	25993
17	56572	25	56572
12	10003	17	10003
15	20125	23	20125
16	40596	24	40596
17	50811	20	50811
17	27023	20	27023
16	10001	13	10001
17	57994	28	57994
15	8541	17	8541
17	9727	21	9727
16	32454	15	32454
17	20447	29	20447
15	26341	24	26341
16	58552	22	58552
16	31023	24	31023
16	42182	23	42182
15	14940	17	14940
17	33846	24	33846
16	40941	19	40941
17	54571	27	54571
16	44657	22	44657
17	32969	19	32969
10	10368	18	10368
16	38946	16	38946
16	26790	26	26790
17	50419	23	50419
18	32039	19	32039
16	39285	22	39285
14	26469	24	26469
15	58031	23	58031
14	12823	17	12823
16	54507	21	54507
17	52803	27	52803
14	39985	28	39985
15	21529	19	21529
17	39155	30	39155
17	37978	26	37978
16	30070	17	30070
15	25233	24	25233
13	10432	23	10432
17	26868	18	26868
14	33318	16	33318
15	22596	22	22596
15	27516	20	27516
17	48257	16	48257
18	56441	21	56441
16	44808	25	44808
13	19180	20	19180
16	17450	21	17450
13	17776	21	17776
13	5899	16	5899
15	56395	25	56395
16	20918	23	20918
17	56317	20	56317
17	28433	25	28433
12	202	9	202
17	59138	24	59138
16	26463	29	26463
18	12410	22	12410
14	11960	20	11960
14	20970	22	20970
16	41564	15	41564
15	28297	24	28297
16	42498	18	42498
17	57071	18	57071
15	6274	23	6274
15	48919	24	48919
16	22303	15	22303
16	52138	24	52138
13	13876	19	13876
17	38391	21	38391
17	25456	26	25456
14	12824	21	12824
14	5906	16	5906
18	50064	20	50064
11	45616	25	45616
16	50714	21	50714
16	9243	16	9243
15	3065	20	3065
15	15141	16	15141
18	59460	25	59460
15	5758	21	5758
17	47810	26	47810
16	27892	25	27892
15	5960	16	5960
16	23299	19	23299
17	54721	34	54721
12	11610	19	11610
16	51676	32	51676
14	12636	20	12636
14	39906	28	39906
16	10525	24	10525
15	9706	21	9706
15	22532	22	22532
14	35796	21	35796
13	32009	28	32009
16	15588	16	15588
16	27933	19	27933
16	22236	23	22236
17	53388	23	53388
14	35059	24	35059
17	59884	19	59884
18	43452	15	43452
14	20675	21	20675
15	52694	20	52694
15	23739	17	23739
16	11790	23	11790
16	44187	19	44187
16	23198	26	23198
17	8348	20	8348
13	27442	30	27442
18	59858	25	59858
14	7998	19	7998
17	58148	21	58148
17	54578	24	54578
17	55959	19	55959
14	26175	16	26175
17	43566	24	43566
16	35865	15	35865
16	36699	24	36699
18	53271	23	53271
17	58396	17	58396
16	12494	22	12494
13	1631	16	1631
17	50335	22	50335
16	23867	23	23867
14	10166	16	10166
15	58925	19	58925
15	20549	14	20549
16	53617	22	53617
17	19599	24	19599
15	47497	18	47497
15	22663	24	22663
15	19690	25	19690
16	59286	30	59286
15	19239	29	19239
16	53185	19	53185
16	27900	29	27900
16	46680	26	46680
18	53042	21	53042
17	35897	24	35897
16	21179	18	21179
17	23972	28	23972
14	8207	20	8207
16	47353	23	47353
14	7537	17	7537
16	44071	20	44071
9	404	11	404
16	37159	26	37159
14	18818	22	18818
16	49249	27	49249
16	38790	12	38790
17	45505	20	45505
14	6027	18	6027
16	2656	27	2656
16	52545	24	52545
15	1580	15	1580
15	26717	25	26717
15	57531	16	57531
16	14214	14	14214
16	21527	14	21527
14	53572	22	53572
16	49851	22	49851
12	4727	21	4727
14	12810	17	12810
15	43035	25	43035
12	8978	25	8978
16	35842	17	35842
16	12429	15	12429
13	21226	20	21226
16	57020	10	57020
17	36400	25	36400
15	29433	18	29433
14	20725	21	20725
16	43936	16	43936
18	49855	23	49855
16	57480	19	57480
16	21094	20	21094
15	45025	21	45025
15	23080	20	23080
16	36235	20	36235
14	30529	16	30529
16	5459	20	5459
16	38890	19	38890
15	36697	23	36697
15	58003	27	58003
13	16822	12	16822
12	3414	13	3414
15	56867	20	56867
11	14352	23	14352
15	18394	19	18394
15	44275	32	44275
15	43829	21	43829
16	59472	26	59472
16	57084	25	57084
15	3216	14	3216
12	8450	22	8450
15	32925	19	32925
16	15644	26	15644
15	29675	25	29675
14	6297	22	6297
14	28395	21	28395
16	35459	22	35459
13	3373	23	3373
17	48682	24	48682
16	25314	19	25314
14	37204	18	37204
15	9775	17	9775
13	10338	17	10338
14	283	12	283
16	46010	18	46010
15	17218	15	17218
16	5741	19	5741
10	1251	12	1251
15	53914	30	53914
15	40095	25	40095
14	18072	22	18072
17	57327	24	57327
16	36962	31	36962
14	8775	19	8775
16	27657	11	27657
14	55355	19	55355
16	53049	20	53049
16	47838	15	47838
17	54826	23	54826
16	50133	20	50133
16	27405	25	27405
16	39627	23	39627
18	43048	24	43048
16	45654	21	45654
17	42057	22	42057
18	47794	25	47794
16	21112	20	21112
16	21781	19	21781
17	36475	27	36475
13	22777	28	22777
16	58984	27	58984
15	22601	24	22601
16	9466	26	9466
14	35619	30	35619
16	44962	21	44962
16	26683	28	26683
16	17711	21	17711
16	46213	21	46213
16	56949	20	56949
15	57806	27	57806
16	40636	24	40636
14	30627	19	30627
15	11119	17	11119
17	49411	23	49411
17	42825	25	42825
16	42459	27	42459
15	46121	20	46121
16	14002	23	14002
13	8943	21	8943
14	13525	19	13525
16	53629	23	53629
16	44704	23	44704
14	32924	17	32924
14	15634	24	15634
13	3112	22	3112
15	20717	18	20717
17	36745	27	36745
12	24893	19	24893
17	33543	24	33543
15	59522	20	59522
14	23876	12	23876
16	56143	23	56143
14	45339	21	45339
16	59494	23	59494
14	41105	19	41105
13	12022	19	12022
14	17205	11	17205
12	3669	20	3669
15	8970	24	8970
16	51362	13	51362
15	44304	21	44304
14	15948	20	15948
12	10066	18	10066
15	14231	24	14231
16	45304	23	45304
16	52525	26	52525
16	36703	15	36703
14	35657	21	35657
15	37819	17	37819
17	50227	18	50227
16	29285	15	29285
17	22522	20	22522
16	59502	33	59502
13	44918	16	44918
14	25634	23	25634
17	56570	19	56570
15	26878	19	26878
16	30112	18	30112
15	33888	16	33888
15	50753	22	50753
14	2607	12	2607
16	19226	16	19226
15	26599	24	26599
16	7599	16	7599
15	20155	18	20155
14	23731	22	23731
17	52920	19	52920
15	47868	16	47868
14	44386	27	44386
12	8868	21	8868
13	26699	27	26699
15	54452	24	54452
15	59450	23	59450
16	48354	17	48354
16	36153	23	36153
14	24010	23	24010
16	1146	11	1146
15	26379	22	26379
15	53295	19	53295
4	20	10	20
10	2233	19	2233
12	14564	27	14564
17	25653	14	25653
16	58802	22	58802
11	12578	19	12578
15	28882	24	28882
13	5266	12	5266
15	22817	23	22817
17	55986	31	55986
14	7872	17	7872
17	58936	19	58936
16	27934	27	27934
14	19090	22	19090
16	51664	21	51664
17	43309	27	43309
12	12401	19	12401
14	10007	25	10007
15	6852	20	6852
15	3581	21	3581
16	58360	27	58360
13	30179	24	30179
13	39733	26	39733
15	22370	25	22370
17	31325	17	31325
16	42464	26	42464
19	52016	21	52016
16	31344	20	31344
18	44696	32	44696
17	6579	23	6579
17	33348	29	33348
15	43497	23	43497
17	55509	23	55509
15	25114	19	25114
17	54677	29	54677
16	34566	27	34566
18	32985	18	32985
15	13071	19	13071
14	33502	24	33502
13	918	15	918
15	28943	17	28943
14	28933	20	28933
14	34328	23	34328
16	12252	19	12252
16	41334	21	41334
17	38459	18	38459
17	22258	21	22258
17	48185	26	48185
15	42039	16	42039
16	56970	27	56970
16	54716	25	54716
18	58124	28	58124
15	19339	23	19339
15	26040	19	26040
16	40587	27	40587
16	47706	25	47706
14	33735	24	33735
14	25282	25	25282
14	43434	23	43434
16	45130	24	45130
16	2496	15	2496
14	22014	18	22014
12	10244	14	10244
14	57173	33	57173
17	56579	19	56579
13	43228	21	43228
15	10243	18	10243
16	30080	19	30080
17	20498	23	20498
16	59023	20	59023
16	49430	22	49430
17	59985	23	59985
17	47626	18	47626
16	7115	16	7115
15	38443	21	38443
17	31652	24	31652
16	56834	26	56834
15	43204	25	43204
15	26367	22	26367
16	54957	23	54957
10	2542	22	2542
15	28758	28	28758
17	35543	16	35543
16	38844	20	38844
15	37176	24	37176
16	57235	25	57235
17	22277	24	22277
16	58657	26	58657
17	59730	26	59730
16	20642	26	20642
16	8900	12	8900
14	17220	15	17220
17	23652	16	23652
14	9154	17	9154
14	14758	19	14758
16	45491	27	45491
15	46651	20	46651
15	21873	15	21873
16	23933	24	23933
16	32885	26	32885
16	53524	20	53524
15	57118	21	57118
15	16089	21	16089
15	56242	27	56242
16	52074	21	52074
17	54982	21	54982
15	24999	23	24999
14	3968	16	3968
17	21581	23	21581
13	3842	14	3842
17	17495	27	17495
15	55167	28	55167
14	16152	18	16152
17	54896	14	54896
15	23111	21	23111
13	1403	14	1403
14	28150	22	28150
14	16682	16	16682
14	6234	21	6234
17	47998	16	47998
14	16685	24	16685
12	31562	19	31562
14	15710	25	15710
13	22672	21	22672
17	42641	24	42641
16	20896	19	20896
15	42926	21	42926
16	47949	18	47949
15	50771	30	50771
14	16395	23	16395
15	4037	21	4037
17	47012	23	47012
17	44821	24	44821
14	35370	15	35370
15	12010	25	12010
15	48788	23	48788
17	33302	20	33302
16	52203	21	52203
18	42635	24	42635
13	28468	28	28468
16	54672	15	54672
17	58786	23	58786
16	59716	19	59716
17	54134	28	54134
16	36540	24	36540
15	27865	24	27865
12	10815	23	10815
15	42774	17	42774
17	52214	25	52214
16	27500	26	27500
17	14335	17	14335
12	25716	20	25716
14	19561	21	19561
15	37006	18	37006
15	44709	28	44709
16	58273	21	58273
17	27634	13	27634
17	22573	18	22573
16	48671	22	48671
16	44028	26	44028
10	2961	20	2961
14	38330	18	38330
10	395	15	395
17	53988	29	53988
14	11632	28	11632
16	52597	25	52597
16	36622	19	36622
16	16451	21	16451
16	23620	20	23620
13	16166	25	16166
15	48298	23	48298
14	20382	18	20382
12	4920	18	4920
17	31071	27	31071
15	12595	24	12595
14	8771	14	8771
11	21758	16	21758
17	38311	18	38311
16	58763	25	58763
15	23019	14	23019
16	33016	22	33016
16	27004	24	27004
13	1879	14	1879
18	58038	27	58038
14	47383	19	47383
17	4839	18	4839
14	10072	20	10072
15	52583	18	52583
15	43169	21	43169
15	10466	24	10466
16	22922	19	22922
15	31152	18	31152
15	3063	21	3063
15	35895	24	35895
15	47602	19	47602
13	3034	16	3034
14	24005	13	24005
16	57139	21	57139
16	12302	19	12302
14	501	10	501
15	38410	25	38410
15	19725	24	19725
17	49448	24	49448
15	23532	16	23532
14	17834	23	17834
15	4110	16	4110
15	28214	22	28214
15	16596	22	16596
10	7521	24	7521
16	6835	18	6835
14	9399	21	9399
15	24001	20	24001
14	54217	24	54217
15	14238	22	14238
15	10424	20	10424
15	23151	13	23151
16	57406	18	57406
16	20889	27	20889
16	4909	24	4909
15	303	12	303
17	52510	30	52510
17	3337	18	3337
18	58674	23	58674
14	8981	24	8981
17	36827	22	36827
17	9482	12	9482
13	15236	24	15236
16	43404	20	43404
16	38767	28	38767
15	1237	11	1237
16	39390	25	39390
12	6980	22	6980
17	54184	34	54184
