comparacoesAVL	tamanhoAVL	comparacoesABB	tamanhoABB
15	30673	18	30673
15	21579	20	21579
18	30185	18	30185
14	19793	30	19793
15	20987	16	20987
15	36444	19	36444
11	473	18	473
13	14089	23	14089
15	30357	33	30357
18	28252	23	28252
14	3210	15	3210
14	1725	22	1725
16	40987	18	40987
17	18900	24	18900
14	4865	14	4865
15	39367	25	39367
15	15548	15	15548
16	2752	21	2752
15	41151	22	41151
15	7351	19	7351
14	25786	18	25786
16	13245	22	13245
16	34691	29	34691
15	57761	24	57761
16	30515	22	30515
18	51602	23	51602
17	55740	27	55740
15	44604	27	44604
17	4856	21	4856
17	49949	22	49949
16	51629	17	51629
16	26434	22	26434
15	20134	14	20134
14	11421	15	11421
15	23773	21	23773
16	32929	24	32929
16	48245	21	48245
13	14213	20	14213
12	3285	20	3285
15	16497	21	16497
16	53775	33	53775
16	41361	20	41361
13	33835	24	33835
14	49026	30	49026
14	13201	19	13201
14	4574	16	4574
16	48976	21	48976
16	54351	23	54351
16	48276	17	48276
17	51113	20	51113
15	43948	22	43948
14	35580	23	35580
17	25803	23	25803
14	42447	24	42447
17	53757	21	53757
14	50151	25	50151
15	58612	17	58612
15	40100	15	40100
15	18678	17	18678
10	1398	18	1398
15	36585	13	36585
16	6451	13	6451
9	1522	17	1522
18	9513	21	9513
17	54695	24	54695
16	52086	32	52086
16	49149	14	49149
16	47543	22	47543
15	45860	18	45860
13	6862	18	6862
15	21377	18	21377
13	11238	16	11238
16	53086	25	53086
13	10929	10	10929
14	15811	23	15811
12	18414	17	18414
15	5280	22	5280
18	40438	20	40438
15	9526	23	9526
17	25579	24	25579
13	16018	29	16018
15	11681	23	11681
16	43638	16	43638
17	34816	18	34816
11	5437	18	5437
15	33789	27	33789
13	1865	19	1865
15	4048	18	4048
16	50240	33	50240
16	56895	27	56895
16	41797	20	41797
16	26824	20	26824
15	39697	19	39697
15	43318	21	43318
16	12688	23	12688
16	34391	19	34391
15	11756	18	11756
15	38188	26	38188
16	21934	17	21934
17	57615	24	57615
16	45049	22	45049
18	19662	17	19662
17	45204	22	45204
17	14487	18	14487
16	30591	25	30591
10	1014	11	1014
13	32900	22	32900
17	12222	21	12222
16	41452	29	41452
17	42425	20	42425
12	14152	16	14152
16	33821	9	33821
16	54105	28	54105
16	34141	13	34141
16	8636	18	8636
17	59541	23	59541
16	44281	21	44281
17	46852	23	46852
17	39941	22	39941
15	34520	16	34520
16	20098	16	20098
16	58089	17	58089
14	1343	9	1343
17	59794	16	59794
13	17759	25	17759
16	10537	14	10537
15	29514	13	29514
15	28570	16	28570
12	8822	26	8822
13	3480	16	3480
16	13618	18	13618
16	28483	21	28483
16	48684	21	48684
15	28104	17	28104
15	35425	19	35425
16	26049	24	26049
16	37355	25	37355
15	23998	25	23998
16	43852	18	43852
16	19780	23	19780
15	38149	23	38149
17	54024	27	54024
13	50236	19	50236
17	48642	27	48642
18	39011	23	39011
14	26129	16	26129
15	32922	15	32922
11	2215	12	2215
16	42421	24	42421
13	7442	14	7442
14	22312	21	22312
15	40509	25	40509
17	45136	28	45136
17	58458	21	58458
16	34619	25	34619
17	35518	17	35518
15	45346	35	45346
14	4132	20	4132
17	40439	21	40439
14	54167	21	54167
15	43964	19	43964
14	30408	22	30408
16	59001	14	59001
13	8999	21	8999
17	58512	20	58512
11	10778	25	10778
16	35047	16	35047
15	35866	17	35866
18	34775	23	34775
18	55251	27	55251
15	31997	31	31997
17	49276	20	49276
15	49274	24	49274
17	58585	27	58585
14	37917	17	37917
17	28285	23	28285
16	24713	23	24713
17	10838	18	10838
16	30499	17	30499
15	43485	25	43485
13	54631	23	54631
15	29162	25	29162
13	345	17	345
13	16119	22	16119
14	3971	25	3971
16	34964	16	34964
15	27988	20	27988
16	49316	24	49316
15	15447	16	15447
14	8426	22	8426
14	19834	32	19834
17	59410	25	59410
15	38833	19	38833
16	55187	21	55187
17	8408	20	8408
14	13696	15	13696
17	5964	19	5964
13	19807	24	19807
16	25914	23	25914
16	17090	23	17090
18	15057	18	15057
13	34262	24	34262
17	42717	25	42717
15	4330	19	4330
15	32846	25	32846
16	20633	20	20633
16	8966	15	8966
17	33910	15	33910
13	7823	27	7823
15	15816	21	15816
15	17394	21	17394
17	38805	25	38805
15	44978	25	44978
14	17739	21	17739
17	54923	20	54923
12	25300	21	25300
15	29054	32	29054
13	22910	21	22910
14	50968	18	50968
16	44500	22	44500
17	7687	15	7687
16	10801	27	10801
13	20262	27	20262
17	46520	20	46520
16	42339	31	42339
16	5021	20	5021
15	36567	18	36567
16	24654	18	24654
16	24827	34	24827
11	2480	20	2480
17	41744	32	41744
15	16235	19	16235
16	36742	27	36742
14	812	14	812
18	56917	29	56917
15	45939	31	45939
13	21445	16	21445
16	5882	12	5882
14	19849	16	19849
18	5619	21	5619
13	21698	20	21698
15	13594	24	13594
18	44423	27	44423
17	43027	25	43027
11	7684	22	7684
14	39346	24	39346
18	44678	23	44678
16	36737	20	36737
16	38607	20	38607
17	35645	23	35645
17	57589	22	57589
17	46294	15	46294
12	22798	18	22798
13	17850	13	17850
16	9165	19	9165
13	5136	22	5136
18	59222	22	59222
16	45731	25	45731
13	6142	16	6142
17	24049	19	24049
16	48211	25	48211
14	24237	20	24237
17	40283	29	40283
12	1304	19	1304
14	25048	18	25048
16	37199	26	37199
14	47242	19	47242
17	46492	27	46492
15	19433	26	19433
16	43442	26	43442
13	28462	17	28462
16	17482	18	17482
16	57036	21	57036
16	12885	21	12885
17	36860	20	36860
16	41071	19	41071
15	28582	20	28582
15	21537	21	21537
15	54160	15	54160
16	43540	29	43540
16	33534	24	33534
17	51748	23	51748
16	29833	26	29833
16	56331	19	56331
14	45949	23	45949
15	15349	18	15349
16	37818	27	37818
18	45170	17	45170
14	1080	10	1080
15	20311	20	20311
15	45570	19	45570
12	25642	23	25642
17	44547	23	44547
13	2205	20	2205
15	26945	19	26945
11	9595	21	9595
14	15755	22	15755
16	50538	23	50538
16	32438	22	32438
13	35187	26	35187
14	10332	16	10332
16	900	14	900
16	52668	28	52668
16	43719	17	43719
17	50136	15	50136
13	5879	15	5879
16	24789	19	24789
13	18717	25	18717
14	27416	19	27416
14	18948	20	18948
16	2256	20	2256
16	37301	22	37301
15	47047	27	47047
16	8441	23	8441
13	9983	17	9983
11	9347	23	9347
14	23789	25	23789
14	47800	16	47800
17	30869	24	30869
15	24868	26	24868
16	44463	27	44463
17	16438	20	16438
14	26861	28	26861
15	29009	23	29009
16	18642	19	18642
16	30157	23	30157
17	38603	23	38603
16	34397	21	34397
16	20695	21	20695
15	47393	35	47393
16	45935	18	45935
14	31026	20	31026
15	48292	25	48292
14	14955	21	14955
17	14744	17	14744
15	14779	21	14779
15	20833	15	20833
11	15884	27	15884
15	33495	20	33495
17	48248	26	48248
15	11184	20	11184
16	12102	19	12102
15	1900	13	1900
17	58230	21	58230
15	56894	24	56894
15	11882	20	11882
13	7577	16	7577
17	20683	17	20683
16	59682	23	59682
14	14797	25	14797
14	21902	25	21902
15	20496	14	20496
15	31234	25	31234
16	48763	26	48763
17	49504	21	49504
16	26228	20	26228
16	55271	16	55271
15	4459	22	4459
16	36976	31	36976
15	15965	19	15965
15	51851	28	51851
16	23342	20	23342
15	16494	18	16494
14	14216	22	14216
15	14437	19	14437
14	31272	19	31272
16	35049	17	35049
14	30321	22	30321
14	41118	27	41118
16	59648	24	59648
14	41504	25	41504
16	53219	20	53219
10	1548	18	1548
15	16085	16	16085
16	50113	27	50113
15	13429	29	13429
4	13	6	13
13	47147	18	47147
16	49462	29	49462
17	14809	20	14809
16	45400	18	45400
16	9957	24	9957
14	22395	14	22395
15	10514	16	10514
18	59461	27	59461
18	48622	24	48622
11	5785	17	5785
17	40271	25	40271
14	1949	12	1949
15	21749	27	21749
15	32121	22	32121
15	1210	15	1210
14	21443	19	21443
16	48614	24	48614
14	15426	19	15426
15	12231	18	12231
18	56237	20	56237
15	50474	24	50474
14	42551	24	42551
14	37354	19	37354
15	26473	23	26473
11	406	9	406
16	30572	16	30572
15	28020	27	28020
16	52843	22	52843
17	41449	16	41449
16	52855	23	52855
14	20534	23	20534
13	7262	18	7262
14	44016	21	44016
14	5934	26	5934
14	17219	21	17219
12	6410	18	6410
12	16447	23	16447
16	53031	22	53031
17	31383	15	31383
14	22231	15	22231
15	33301	23	33301
15	33331	23	33331
12	20332	20	20332
15	5421	20	5421
16	10892	20	10892
15	18126	23	18126
16	30386	20	30386
16	26317	17	26317
18	30356	15	30356
16	26622	23	26622
15	53142	18	53142
16	49259	13	49259
16	55967	27	55967
16	49664	24	49664
14	10898	18	10898
16	23986	29	23986
17	18858	21	18858
16	44286	23	44286
15	41786	17	41786
11	11713	20	11713
13	4819	22	4819
17	49048	24	49048
17	55728	23	55728
15	10752	17	10752
15	42618	14	42618
17	38489	21	38489
10	3551	7	3551
14	35648	24	35648
16	9871	21	9871
13	2133	18	2133
12	8948	17	8948
15	43201	25	43201
16	22464	18	22464
16	50720	17	50720
13	30444	16	30444
17	40589	21	40589
17	57457	29	57457
16	56761	18	56761
17	47297	20	47297
15	24078	18	24078
16	26254	20	26254
14	36555	13	36555
13	4404	20	4404
14	22220	28	22220
15	2570	15	2570
15	15301	19	15301
14	22558	29	22558
14	21428	21	21428
15	35938	26	35938
13	4343	16	4343
15	9492	24	9492
13	40757	25	40757
14	29742	25	29742
16	41571	24	41571
16	27860	21	27860
14	12359	20	12359
15	20059	23	20059
17	7762	22	7762
17	24358	21	24358
11	29929	28	29929
18	9895	14	9895
15	33305	33	33305
17	49481	22	49481
16	8710	19	8710
13	376	13	376
15	19924	21	19924
15	25651	23	25651
15	57832	22	57832
17	53036	27	53036
14	12947	29	12947
15	58261	24	58261
16	55642	21	55642
17	49501	17	49501
16	2664	20	2664
15	17861	17	17861
16	52070	21	52070
16	54317	25	54317
14	16770	22	16770
15	30254	19	30254
15	21113	17	21113
15	59340	23	59340
15	47362	21	47362
15	27206	23	27206
16	40910	28	40910
16	51574	16	51574
16	15917	15	15917
16	37320	27	37320
17	59335	23	59335
12	7248	19	7248
17	45581	27	45581
16	49931	17	49931
15	56728	33	56728
15	54291	23	54291
18	50306	18	50306
15	16652	22	16652
14	19941	16	19941
17	24490	20	24490
16	46039	21	46039
14	32887	20	32887
17	22750	18	22750
16	41680	21	41680
18	58739	23	58739
10	1766	19	1766
15	27160	23	27160
16	32434	23	32434
17	52662	15	52662
15	17009	26	17009
12	2687	11	2687
17	50126	24	50126
15	52700	21	52700
15	26401	25	26401
13	17332	21	17332
17	9962	16	9962
15	54326	22	54326
16	33248	18	33248
15	47281	27	47281
16	53660	23	53660
15	13521	23	13521
16	30881	22	30881
16	15593	12	15593
16	39803	24	39803
16	27608	15	27608
13	9883	19	9883
17	30109	18	30109
16	20611	21	20611
13	6175	21	6175
15	30950	27	30950
15	6650	19	6650
14	39061	15	39061
16	53699	30	53699
15	48329	19	48329
16	37799	16	37799
16	31816	24	31816
15	24221	22	24221
15	41310	23	41310
11	4249	16	4249
16	53235	22	53235
19	58318	22	58318
17	43288	14	43288
17	43360	25	43360
17	27370	19	27370
16	9688	9	9688
16	691	13	691
13	13683	24	13683
15	40365	18	40365
14	10290	18	10290
12	963	16	963
13	10376	17	10376
10	163	15	163
17	31843	19	31843
15	25968	20	25968
14	39965	23	39965
17	35803	27	35803
17	35850	20	35850
16	46425	33	46425
16	32765	23	32765
16	42024	18	42024
13	17374	25	17374
16	39414	25	39414
17	57436	23	57436
15	47425	27	47425
14	4095	12	4095
13	11586	19	11586
13	19240	19	19240
12	4667	14	4667
17	52896	22	52896
15	23489	22	23489
16	57901	20	57901
15	27565	18	27565
14	6776	14	6776
16	41261	24	41261
12	31286	28	31286
17	52815	20	52815
15	18303	17	18303
17	44968	22	44968
16	33179	32	33179
16	28593	27	28593
15	22283	14	22283
15	43554	25	43554
16	28755	25	28755
17	30477	21	30477
13	9522	16	9522
17	8719	12	8719
16	6279	14	6279
14	21723	20	21723
17	55144	26	55144
16	39044	20	39044
16	40099	20	40099
14	12517	21	12517
17	54809	21	54809
12	13886	24	13886
17	59941	21	59941
15	35255	13	35255
13	25472	24	25472
15	55533	26	55533
16	39922	25	39922
16	54719	20	54719
15	19021	20	19021
15	14174	21	14174
16	2148	20	2148
16	31786	23	31786
16	53569	21	53569
17	54962	29	54962
16	50089	25	50089
16	14888	12	14888
12	4492	15	4492
17	55033	24	55033
17	37170	22	37170
16	48045	20	48045
16	23787	18	23787
16	33918	27	33918
16	8857	8	8857
17	50277	20	50277
16	40352	29	40352
14	5672	20	5672
16	48443	23	48443
14	29221	26	29221
15	2328	14	2328
13	5513	13	5513
16	12087	21	12087
13	27799	26	27799
11	1045	12	1045
13	28360	26	28360
15	22517	15	22517
17	20065	18	20065
15	42534	24	42534
16	21152	23	21152
16	58564	20	58564
17	50671	18	50671
18	51072	27	51072
17	53525	27	53525
15	40759	23	40759
13	5959	16	5959
17	58016	22	58016
16	35791	28	35791
15	19481	15	19481
14	22413	23	22413
16	35929	21	35929
15	27127	17	27127
14	32682	12	32682
16	53755	24	53755
16	41026	19	41026
15	25137	20	25137
17	59427	17	59427
15	29468	24	29468
17	54357	21	54357
15	36259	18	36259
13	31796	26	31796
16	59870	19	59870
17	48345	19	48345
16	35946	25	35946
16	37266	21	37266
15	16705	23	16705
15	34815	25	34815
15	33683	17	33683
16	35590	20	35590
16	32318	20	32318
16	32246	22	32246
14	26260	22	26260
15	23389	20	23389
16	25771	24	25771
17	43371	25	43371
14	5699	13	5699
12	138	15	138
17	55513	21	55513
10	1531	18	1531
15	58902	17	58902
15	31442	16	31442
13	5009	15	5009
14	7936	17	7936
19	52579	24	52579
17	58764	23	58764
17	48961	24	48961
14	17715	28	17715
16	34542	20	34542
15	54781	27	54781
15	48424	21	48424
14	10800	21	10800
13	2928	16	2928
14	24645	24	24645
15	15225	17	15225
16	38262	16	38262
14	28552	22	28552
17	50039	23	50039
15	11944	16	11944
12	4141	17	4141
17	58708	15	58708
16	44190	30	44190
12	6753	13	6753
17	58448	27	58448
15	46312	22	46312
16	50123	25	50123
14	4147	18	4147
17	46449	25	46449
16	5677	24	5677
13	21703	19	21703
16	53428	20	53428
16	47038	21	47038
15	5990	21	5990
16	46006	28	46006
14	45801	23	45801
16	31302	26	31302
15	40073	18	40073
16	20342	16	20342
16	26082	22	26082
10	4848	19	4848
16	7493	18	7493
10	5361	20	5361
15	5844	18	5844
15	42988	25	42988
16	20586	23	20586
17	44105	21	44105
16	11540	15	11540
15	46976	18	46976
17	56049	26	56049
14	15680	17	15680
16	45684	26	45684
15	16590	26	16590
16	58784	23	58784
15	44131	17	44131
13	2901	11	2901
16	25258	23	25258
16	24629	22	24629
17	25701	23	25701
15	47245	19	47245
11	6658	18	6658
15	17024	18	17024
16	53695	19	53695
15	29744	20	29744
12	3030	21	3030
8	1046	15	1046
16	19454	24	19454
17	36188	25	36188
14	3479	16	3479
13	653	15	653
16	43680	24	43680
10	8840	12	8840
13	6496	17	6496
18	26667	20	26667
13	29425	29	29425
16	26952	22	26952
15	14558	24	14558
17	52752	19	52752
17	59352	18	59352
14	6590	20	6590
15	14787	22	14787
15	15941	19	15941
16	5373	17	5373
16	58918	26	58918
16	18841	22	18841
13	30631	23	30631
16	59898	27	59898
15	44542	27	44542
17	54227	28	54227
14	6555	22	6555
14	8296	15	8296
16	11250	19	11250
16	36601	18	36601
17	38040	20	38040
16	14279	20	14279
17	52447	23	52447
14	39085	23	39085
16	10084	20	10084
13	4986	16	4986
13	42563	23	42563
13	10736	22	10736
15	48665	21	48665
18	27754	18	27754
17	53583	24	53583
15	51684	28	51684
14	33530	21	33530
17	56887	22	56887
16	6241	16	6241
14	26282	21	26282
16	56238	24	56238
13	12830	20	12830
16	41068	16	41068
14	12179	22	12179
16	18203	19	18203
15	16337	16	16337
14	31019	18	31019
14	25185	22	25185
17	51912	22	51912
13	19411	24	19411
17	59141	21	59141
11	208	9	208
15	7012	21	7012
16	35742	23	35742
16	38247	25	38247
16	57643	19	57643
13	4540	22	4540
17	53683	26	53683
13	7726	12	7726
17	36245	24	36245
18	54814	24	54814
13	3999	19	3999
16	24748	19	24748
15	26225	25	26225
15	37528	20	37528
15	21634	22	21634
16	8818	19	8818
14	40161	29	40161
15	17872	25	17872
14	21647	24	21647
14	21229	22	21229
16	6402	18	6402
17	16201	20	16201
15	13917	20	13917
14	37420	24	37420
13	17737	16	17737
17	30151	23	30151
13	5684	15	5684
17	37147	26	37147
17	5644	20	5644
13	5891	22	5891
16	44159	18	44159
15	20489	10	20489
15	41801	19	41801
13	22276	17	22276
16	14171	17	14171
17	25878	22	25878
14	8153	17	8153
13	26767	20	26767
15	20691	18	20691
16	42695	22	42695
15	7117	13	7117
17	21791	20	21791
16	8919	18	8919
17	20997	22	20997
15	43424	29	43424
15	17736	16	17736
16	37509	27	37509
14	1295	7	1295
15	15735	26	15735
16	35089	22	35089
10	7696	15	7696
16	31935	21	31935
17	49006	23	49006
15	21468	16	21468
17	49672	21	49672
14	19156	26	19156
14	27151	15	27151
12	3170	19	3170
16	24799	30	24799
14	9393	13	9393
16	23680	17	23680
17	42535	22	42535
16	6233	14	6233
14	41832	23	41832
15	41163	20	41163
17	56755	16	56755
16	44062	23	44062
16	49315	17	49315
16	23521	20	23521
18	41104	19	41104
16	8361	21	8361
16	6990	23	6990
10	2894	12	2894
18	53632	24	53632
14	4338	14	4338
16	46318	21	46318
17	47719	18	47719
14	41846	17	41846
16	23964	16	23964
13	3453	22	3453
16	16935	20	16935
12	8012	11	8012
16	11740	29	11740
15	5940	10	5940
14	29479	23	29479
14	37763	17	37763
10	1447	24	1447
14	32981	17	32981
15	40932	22	40932
16	18725	25	18725
14	40964	19	40964
14	1309	18	1309
15	22795	19	22795
17	38998	18	38998
17	58063	22	58063
14	6856	19	6856
16	28313	17	28313
17	57935	27	57935
16	47960	19	47960
16	36673	21	36673
15	4924	19	4924
16	6656	21	6656
14	45613	25	45613
15	13522	21	13522
17	54375	26	54375
16	3811	20	3811
14	37486	24	37486
17	57827	26	57827
14	20745	21	20745
16	21849	16	21849
17	9566	21	9566
12	3036	11	3036
18	51327	16	51327
17	47328	21	47328
16	40834	27	40834
8	659	11	659
13	4612	18	4612
16	43431	23	43431
15	55735	20	55735
14	45575	27	45575
16	41267	24	41267
15	57043	30	57043
15	44721	23	44721
15	20264	25	20264
16	55105	23	55105
16	27929	20	27929
14	24928	21	24928
16	29391	23	29391
15	15888	25	15888
16	37953	26	37953
15	10667	32	10667
15	43092	30	43092
17	44608	15	44608
17	56279	31	56279
15	32966	18	32966
16	38982	21	38982
14	89	6	89
15	46803	24	46803
15	36809	17	36809
14	8651	18	8651
15	22726	20	22726
9	220	13	220
12	36329	28	36329
15	46406	11	46406
16	17406	21	17406
15	13339	20	13339
17	51017	25	51017
12	836	11	836
13	9073	17	9073
12	12943	16	12943
15	18454	15	18454
17	42467	18	42467
14	57663	26	57663
16	38718	19	38718
14	13923	24	13923
15	25591	16	25591
15	3645	13	3645
15	43313	23	43313
16	17830	22	17830
14	17949	20	17949
17	53979	16	53979
15	37274	19	37274
15	2557	17	2557
14	26610	25	26610
15	10239	12	10239
15	41538	23	41538
17	26698	31	26698
15	33393	28	33393
18	54698	18	54698
16	23883	24	23883
16	42043	21	42043
18	53776	20	53776
12	454	17	454
17	18371	24	18371
16	40181	24	40181
18	17859	19	17859
16	31709	23	31709
17	31197	27	31197
15	55047	21	55047
13	17133	22	17133
14	13500	20	13500
18	59599	17	59599
16	18153	15	18153
15	28569	22	28569
15	20096	20	20096
16	32214	22	32214
16	56833	23	56833
15	37925	26	37925
16	26514	34	26514
16	27164	24	27164
14	51550	19	51550
13	29070	23	29070
17	53773	23	53773
16	38140	24	38140
15	46960	15	46960
16	20470	19	20470
14	11532	17	11532
18	41657	15	41657
16	20704	19	20704
17	53574	17	53574
16	35432	18	35432
17	57510	18	57510
12	15612	16	15612
17	51720	19	51720
17	20004	22	20004
15	23160	24	23160
15	46766	25	46766
15	37136	20	37136
18	43650	31	43650
18	36618	22	36618
14	36734	29	36734
16	38155	16	38155
12	5186	22	5186
16	26606	14	26606
17	58250	21	58250
14	13751	26	13751
16	23439	31	23439
14	12526	23	12526
17	40265	23	40265
16	26954	24	26954
15	40428	16	40428
13	9334	16	9334
15	20726	21	20726
17	18567	22	18567
16	32645	19	32645
13	17547	15	17547
15	30099	17	30099
14	14302	17	14302
6	24	11	24
16	26085	19	26085
11	12112	17	12112
16	48320	25	48320
16	18049	18	18049
16	3831	6	3831
15	8323	15	8323
13	17560	21	17560
14	26949	15	26949
17	45459	22	45459
16	37562	29	37562
16	3566	20	3566
17	58544	26	58544
14	45103	20	45103
13	25150	23	25150
16	50317	15	50317
16	35206	26	35206
17	24940	18	24940
15	15470	24	15470
16	51893	24	51893
14	19621	25	19621
11	1155	15	1155
16	48970	28	48970
15	14540	22	14540
16	33800	19	33800
14	6516	11	6516
17	20990	24	20990
17	24453	18	24453
16	21118	19	21118
14	21013	17	21013
18	50537	22	50537
13	33229	23	33229
13	9332	23	9332
14	44937	19	44937
10	13412	22	13412
16	54007	26	54007
16	2497	20	2497
16	40360	18	40360
15	15817	19	15817
17	40058	19	40058
14	20277	19	20277
15	50712	21	50712
16	32125	24	32125
14	41731	11	41731
16	52213	27	52213
15	22441	28	22441
15	16936	16	16936
16	17152	20	17152
10	1634	11	1634
14	8757	20	8757
18	57607	22	57607
15	9912	22	9912
13	34365	24	34365
13	12146	15	12146
14	17233	21	17233
17	33135	28	33135
16	44515	17	44515
15	38350	22	38350
13	11403	15	11403
14	11579	16	11579
14	16183	18	16183
12	1342	20	1342
17	46541	26	46541
17	35188	21	35188
13	41701	19	41701
15	2357	17	2357
17	51597	25	51597
15	38329	23	38329
17	29420	19	29420
14	23721	25	23721
16	21633	23	21633
16	22513	22	22513
15	13347	14	13347
17	38784	21	38784
14	498	16	498
14	22103	23	22103
9	532	13	532
14	34456	28	34456
15	8366	14	8366
16	34896	24	34896
16	46601	18	46601
15	28428	26	28428
15	52128	24	52128
17	56087	22	56087
16	49294	19	49294
14	6830	15	6830
15	2938	19	2938
15	37049	20	37049
15	54760	23	54760
16	55472	24	55472
15	9740	19	9740
16	56101	17	56101
16	42012	22	42012
17	21279	20	21279
13	14153	27	14153
16	20720	22	20720
16	49227	16	49227
16	52481	20	52481
17	50139	19	50139
16	49299	18	49299
17	48891	15	48891
14	11771	15	11771
14	11811	20	11811
16	38589	18	38589
16	26907	18	26907
17	48660	19	48660
9	692	18	692
16	27438	25	27438
17	23116	15	23116
14	9057	20	9057
17	38685	22	38685
15	9716	23	9716
14	13837	24	13837
14	7165	18	7165
16	42155	19	42155
16	3130	15	3130
16	13994	16	13994
17	45092	26	45092
15	16530	16	16530
14	8753	20	8753
15	40563	22	40563
10	2621	14	2621
16	4853	19	4853
13	251	14	251
14	19005	18	19005
16	19645	17	19645
16	49477	22	49477
17	47837	19	47837
14	9783	15	9783
17	38775	27	38775
16	13079	17	13079
14	21554	20	21554
17	26937	20	26937
16	51668	21	51668
17	48460	31	48460
13	15597	19	15597
13	28711	27	28711
16	52249	28	52249
16	38712	25	38712
12	14119	20	14119
17	30933	23	30933
15	48427	33	48427
14	27955	27	27955
15	38097	15	38097
15	6933	17	6933
15	7437	8	7437
14	28442	20	28442
14	28376	19	28376
15	23966	17	23966
16	37194	22	37194
16	45290	23	45290
15	26587	20	26587
16	18398	15	18398
13	44215	23	44215
15	26837	18	26837
16	13754	14	13754
13	3859	13	3859
15	52666	26	52666
15	37942	25	37942
17	49994	19	49994
14	31440	14	31440
16	51021	22	51021
17	47899	20	47899
16	58377	24	58377
15	19040	31	19040
15	12710	20	12710
15	47750	30	47750
12	4958	16	4958
16	52684	24	52684
14	1868	17	1868
16	35890	20	35890
15	17462	23	17462
15	50339	22	50339
14	24395	21	24395
15	13611	14	13611
16	18780	20	18780
12	29122	32	29122
17	37576	14	37576
17	32326	17	32326
15	14412	11	14412
16	40514	18	40514
16	50723	25	50723
16	34978	19	34978
15	43703	25	43703
16	4477	21	4477
15	15189	21	15189
15	36368	24	36368
15	42418	19	42418
13	5182	15	5182
14	9790	17	9790
18	53080	20	53080
11	18887	19	18887
16	28829	20	28829
13	5789	18	5789
15	32859	24	32859
17	52930	24	52930
15	47098	20	47098
13	1894	13	1894
17	31150	25	31150
15	22987	22	22987
15	19356	22	19356
15	37324	14	37324
16	49677	29	49677
14	20102	21	20102
16	50934	27	50934
15	8457	10	8457
15	25575	20	25575
12	4861	15	4861
17	40782	24	40782
17	39986	26	39986
15	21727	23	21727
16	7856	20	7856
17	51316	28	51316
14	5429	20	5429
15	6504	13	6504
13	7454	17	7454
13	48037	29	48037
12	2306	22	2306
16	17243	18	17243
15	17468	23	17468
14	21193	17	21193
14	22424	20	22424
17	59608	27	59608
18	30403	24	30403
15	15353	14	15353
16	46705	25	46705
15	32297	13	32297
16	22854	28	22854
12	9691	14	9691
15	28004	17	28004
9	177	7	177
15	35720	14	35720
16	24457	26	24457
16	51110	21	51110
16	44176	20	44176
16	55971	21	55971
14	6369	13	6369
14	9164	19	9164
17	57684	16	57684
17	59477	18	59477
13	34200	18	34200
10	4187	21	4187
16	53976	18	53976
17	41653	23	41653
18	28575	24	28575
14	32633	17	32633
15	35247	22	35247
17	46042	23	46042
18	53825	19	53825
17	57670	27	57670
15	45649	25	45649
11	580	12	580
15	49375	26	49375
16	32353	24	32353
16	9228	24	9228
13	12228	24	12228
12	18395	15	18395
15	12405	16	12405
16	54114	24	54114
14	38039	19	38039
17	39866	17	39866
17	14641	18	14641
15	28069	21	28069
13	12188	24	12188
15	15949	19	15949
18	34437	24	34437
14	6236	18	6236
13	1465	13	1465
13	8472	16	8472
15	42064	28	42064
16	35664	19	35664
15	49010	25	49010
14	36039	24	36039
16	53668	19	53668
16	17584	17	17584
15	8672	20	8672
15	28914	19	28914
16	3625	15	3625
13	38848	20	38848
13	2936	9	2936
16	25625	25	25625
16	39427	22	39427
16	28662	24	28662
15	57977	28	57977
18	48654	23	48654
15	17241	23	17241
13	16372	27	16372
14	2236	13	2236
15	5997	14	5997
17	46837	19	46837
17	45863	23	45863
12	1478	20	1478
17	44695	23	44695
16	34402	17	34402
14	17426	21	17426
17	55483	19	55483
15	40638	18	40638
16	40307	22	40307
17	59053	28	59053
17	30905	15	30905
17	29316	24	29316
16	35092	19	35092
15	924	15	924
16	46900	17	46900
15	20115	16	20115
15	6190	9	6190
14	26876	22	26876
17	58962	13	58962
14	9125	23	9125
15	52501	25	52501
13	14741	19	14741
17	37786	19	37786
16	26829	21	26829
15	39746	26	39746
17	55026	22	55026
15	43200	16	43200
16	18334	18	18334
10	1023	17	1023
15	30037	30	30037
15	34959	21	34959
14	31514	22	31514
15	19653	18	19653
15	57638	25	57638
16	25291	20	25291
18	51488	24	51488
14	14627	14	14627
15	20533	18	20533
16	31794	20	31794
13	13680	22	13680
12	1109	15	1109
14	25123	25	25123
14	5065	17	5065
15	24360	19	24360
12	21589	26	21589
15	11254	25	11254
14	27588	18	27588
15	56902	19	56902
16	20378	20	20378
16	56440	23	56440
13	11642	10	11642
15	34515	31	34515
17	23268	16	23268
15	27740	13	27740
13	5892	21	5892
15	6468	21	6468
16	46073	18	46073
13	43266	18	43266
17	12856	22	12856
17	21031	15	21031
14	6502	17	6502
16	20721	22	20721
17	17036	14	17036
18	40492	20	40492
14	22363	17	22363
16	44875	23	44875
13	31470	16	31470
16	42895	17	42895
13	16668	20	16668
15	21501	21	21501
18	47036	28	47036
16	54128	28	54128
17	22975	22	22975
14	52100	32	52100
16	54840	32	54840
17	44563	21	44563
14	3353	18	3353
15	22427	16	22427
14	41465	20	41465
14	82	8	82
15	18866	22	18866
15	29458	26	29458
17	34596	25	34596
